5137,184,35
901111,121,129
901111,185,72
901111,186,37
901111,187,32
901111,10,21
901111,119,21
45169,2,381
45169,6,270
45169,7,210
45169,50,128
45169,41,91
45169,70,69
45169,17,48
45169,188,30
45169,38,28
45169,139,27
143691,7,265
143691,2,130
143691,50,115
143691,6,66
143691,41,56
18669536,114,53
18669536,3,29
18669536,145,28
18669536,168,20
18669536,115,16
41958,6,365
41958,3,95
41958,58,82
41958,189,54
862108,19,96
862108,6,51
862108,29,27
862108,22,22
862108,190,22
1033346,6,110
1033346,31,106
1033346,36,101
1033346,80,50
2102300,191,5
2102300,30,3
16315,2,1778
16315,6,523
16315,50,381
16315,32,284
16315,70,158
16315,139,107
16315,125,86
16315,7,80
16315,17,77
16315,188,62
9526,26,1253
9526,25,514
9526,10,251
9526,43,243
9526,192,143
9526,160,126
13325079,6,901
13325079,55,242
13325079,153,93
13325079,59,80
13325079,56,62
13325079,80,59
13325079,73,58
13325079,17,49
13325079,193,40
13325079,60,39
5055,6,273
5055,19,258
5055,7,153
5055,2,65
5055,22,51
1946,32,145
1946,6,48
6340016,43,741
6340016,10,305
6340016,75,79
6340016,83,64
32430,8,723
32430,6,266
32430,7,147
1988040,32,87
1988040,6,38
1988040,29,35
1988040,72,31
1988040,80,27
107792,21,570
107792,3,505
107792,22,276
107792,194,106
107792,19,57
107792,195,37
107792,6,35
107792,38,21
107792,125,17
107792,17,11
60483,86,161
60483,6,132
60483,32,59
60483,196,26
126507,2,653
126507,6,362
126507,50,338
126507,7,177
10816297,6,406
10816297,7,236
10816297,167,96
15817326,67,602
15817326,3,346
15817326,68,312
15817326,33,235
15817326,106,185
26031279,33,306
26031279,91,192
26031279,1,129
26031279,98,87
23492741,19,1033
23492741,6,486
23492741,22,128
23492741,3,110
23492741,42,90
23492741,17,73
23492741,60,53
23492741,38,50
23492741,29,46
23492741,186,45
4447991,197,36
4447991,6,19
4447991,198,14
4447991,33,12
4447991,199,10
24963,33,1877
24963,1,521
24963,6,349
24963,31,223
1724365,30,236
1724365,8,184
1724365,6,163
1724365,33,160
1724365,66,110
1724365,40,64
1724365,67,50
7346,33,1002
7346,6,196
10822,31,20
10822,6,19
10822,1,7
10822,103,5
10822,33,4
10822,73,3
10822,32,3
10822,164,3
10822,163,3
10822,162,3
6359133,3,43
6359133,19,28
6359133,6,19
6359133,21,17
6359133,22,13
6359133,20,7
6359133,123,5
6359133,38,4
6359133,125,3
6359133,32,3
2841694,102,56
2841694,98,53
2841694,1,43
2841694,6,40
2841694,59,34
175828,2,644
175828,6,203
175828,7,94
175828,70,87
175828,50,71
44236,47,215
44236,95,110
44236,10,58
44236,94,25
44236,200,19
44236,55,18
44236,17,17
44236,135,17
44236,56,14
44236,54,13
2073686,33,424
2073686,2,115
2073686,147,113
2073686,98,77
2073686,31,77
2073686,6,75
2073686,1,65
2073686,36,50
2073686,77,48
2073686,162,28
670686,35,36
670686,33,15
670686,6,12
670686,36,12
670686,2,7
670686,31,6
670686,7,5
670686,32,4
670686,86,4
670686,1,3
762053,3,1270
762053,33,312
762053,67,244
762053,6,175
762053,68,158
10000,6,158
10000,201,120
10000,202,111
10000,35,28
155206,47,521
155206,10,339
155206,53,161
155206,75,161
155206,111,76
155206,22,53
155206,203,52
22756190,114,273
22756190,3,227
22756190,145,148
22756190,193,109
22756190,59,88
613218,19,329
613218,1,120
613218,6,84
613218,22,65
613218,204,40
649361,10,353
649361,47,279
649361,43,205
649361,75,98
649361,85,83
649361,64,72
649361,22,71
649361,32,53
649361,55,47
649361,84,47
74043,40,457
74043,67,352
74043,106,304
74043,68,253
74043,3,188
74043,33,179
74043,66,131
74043,76,106
74043,38,55
74043,6,53
2305862,33,455
2305862,51,101
2305862,34,93
2305862,6,65
2305862,205,63
2305862,206,40
12764,6,216
12764,207,64
12764,208,53
16182,19,557
16182,6,142
16182,22,111
640029,19,484
640029,1,375
640029,33,298
640029,91,266
640029,22,162
8350864,8,617
8350864,6,183
8350864,19,146
8350864,2,71
8350864,22,70
8350864,104,66
8350864,67,64
21863558,19,75
21863558,6,29
21863558,65,22
21863558,22,20
21400356,209,542
21400356,63,245
21400356,3,245
21400356,138,161
11746102,40,802
11746102,106,669
11746102,67,522
11746102,33,342
11746102,3,237
11746102,68,218
15790833,1,425
